"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU_3330","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","","",""
"OTU_378","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium",""
"OTU_2847","Fungi","Ascomycota","Dothideomycetes","Tubeufiales","Tubeufiaceae","",""
"OTU_5330","Fungi","Ascomycota","","","","",""
"OTU_5562","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Panellus","Panellus stipticus "
"OTU_6882","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_4769","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Trechispora",""
"OTU_564","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","",""
"OTU_5176","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_1226","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",""
"OTU_2836","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Striaticonidium","Striaticonidium cinctum "
"OTU_6252","Fungi","","","","","",""
"OTU_5031","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","",""
"OTU_2832","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor",""
"OTU_4436","Fungi","Basidiomycota","Microbotryomycetes","","Chrysozymaceae","Chrysozyma",""
"OTU_1956","Fungi","Basidiomycota","Exobasidiomycetes","Microstromatales","","Pseudomicrostroma","Pseudomicrostroma phylloplanum "
"OTU_1397","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Exserohilum","Exserohilum turcicum "
"OTU_6632","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_2006","Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Cladorrhinum","Cladorrhinum australe "
"OTU_1097","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Cyphellophoraceae","Cyphellophora",""
"OTU_3381","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Periconiaceae","Periconia",""
"OTU_3517","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Plenodomus",""
"OTU_3723","Fungi","Basidiomycota","Agaricomycetes","Russulales","Peniophoraceae","",""
"OTU_7640","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala opportunistica "
"OTU_4574","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Teichosporaceae","Teichospora",""
"OTU_735","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Cistella",""
"OTU_5839","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_2880","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","",""
"OTU_4924","Fungi","Basidiomycota","Agaricomycetes","Russulales","Auriscalpiaceae","Artomyces","Artomyces pyxidatus "
"OTU_886","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Rhizophydiaceae","Rhizophydium",""
"OTU_2227","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","Fonsecazyma",""
"OTU_432","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Myrothecium",""
"OTU_1800","Fungi","Ascomycota","Leotiomycetes","Helotiales","Calloriaceae","Populomyces","Populomyces zwinianus "
"OTU_4279","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","",""
"OTU_6393","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Humicola",""
"OTU_2255","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","",""
"OTU_6471","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_6623","Fungi","","","","","",""
"OTU_4671","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_3998","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Valsaceae","Cytospora",""
"OTU_517","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratobasidium",""
"OTU_1311","Fungi","Basidiomycota","","","","",""
"OTU_2910","Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","","",""
"OTU_5016","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe","Diaporthe bohemiae "
"OTU_466","Fungi","Ascomycota","Dothideomycetes","Tubeufiales","Tubeufiaceae","",""
"OTU_5740","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","",""
"OTU_538","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",""
"OTU_6229","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Anthracocystis",""
"OTU_625","Fungi","Basidiomycota","Microbotryomycetes","Leucosporidiales","Leucosporidiaceae","Leucosporidium","Leucosporidium intermedium "
"OTU_621","Fungi","Ascomycota","","","","",""
"OTU_7679","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema",""
"OTU_3661","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum",""
"OTU_614","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomidium","Chaetomidium leptoderma "
"OTU_2834","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Paradevriesiaceae","Paradevriesia","Paradevriesia americana "
"OTU_6988","Fungi","","","","","",""
"OTU_1490","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma aerugineum "
"OTU_5926","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_1740","Fungi","Ascomycota","","","","",""
"OTU_1978","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","Serendipita",""
"OTU_6864","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_6458","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_7819","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_4261","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymella","Didymella clematidis "
"OTU_7088","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","",""
"OTU_844","Fungi","Ascomycota","Dothideomycetes","","","",""
"OTU_2068","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Subulicystidium",""
"OTU_333","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Rhizopodaceae","Rhizopus","Rhizopus arrhizus "
"OTU_2957","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Coniothyriaceae","Coniothyrium",""
"OTU_1988","Fungi","Ascomycota","Leotiomycetes","Helotiales","","",""
"OTU_3681","Fungi","","","","","",""
"OTU_2228","Fungi","Ascomycota","","Cryptocline","Cryptocline arctostaphyli ","",""
"OTU_146","Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","",""
"OTU_680","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus",""
"OTU_276","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","",""
"OTU_574","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Occultifur",""
"OTU_541","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","Funneliformis mosseae "
"OTU_395","Fungi","Ascomycota","Leotiomycetes","Helotiales","","",""
"OTU_372","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleomassariaceae","Tumularia",""
"OTU_215","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",""
"OTU_273","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Cosmospora",""
"OTU_519","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleomassariaceae","Tumularia",""
"OTU_303","Fungi","Glomeromycota","","","","",""
"OTU_627","Fungi","Ascomycota","Sordariomycetes","Atractosporales","Conlariaceae","Conlarium",""
"OTU_6607","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","",""
"OTU_386","Fungi","Ascomycota","","","","",""
"OTU_259","Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Podospora",""
"OTU_584","Fungi","Ascomycota","Sordariomycetes","Sordariales","","",""
"OTU_3736","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Microdominikia",""
"OTU_123","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma",""
"OTU_394","Fungi","Basidiomycota","Agaricomycetes","Phallales","Phallaceae","",""
"OTU_619","Fungi","Glomeromycota","","","","",""
"OTU_967","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","",""
"OTU_489","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Niessliaceae","Eucasphaeria",""
"OTU_385","Fungi","","","","","",""
"OTU_692","Fungi","Ascomycota","","","","",""
"OTU_546","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","",""
"OTU_420","Fungi","Glomeromycota","Glomeromycetes","Gigasporales","Gigasporaceae","Gigaspora",""
"OTU_855","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","",""
"OTU_827","Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Podospora",""
"OTU_2090","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus",""
"OTU_532","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Niessliaceae","",""
"OTU_720","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","",""
"OTU_840","Fungi","Ascomycota","Sordariomycetes","","","",""
"OTU_1245","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor","Mucor circinelloides "
"OTU_337","Fungi","","","","","",""
"OTU_458","Fungi","Glomeromycota","Glomeromycetes","Gigasporales","Gigasporaceae","Gigaspora",""
"OTU_1117","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema",""
"OTU_1142","Fungi","","","","","",""
"OTU_1073","Fungi","Ascomycota","Sordariomycetes","Microascales","","",""
"OTU_1061","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus",""
"OTU_479","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","Rhizophagus intraradices "
"OTU_1185","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Rhizophydiaceae","Rhizophydium",""
"OTU_1203","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",""
"OTU_1012","Fungi","Ascomycota","","","","",""
"OTU_6400","Fungi","Ascomycota","Leotiomycetes","Helotiales","","",""
"OTU_221","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Protocreopsis","Protocreopsis phormiicola "
"OTU_470","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","Rhizophagus intraradices "
"OTU_1449","Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium",""
"OTU_515","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","","Operculomyces",""
"OTU_191","Fungi","Ascomycota","Leotiomycetes","Helotiales","","",""
"OTU_410","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus caninus "
"OTU_1968","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria sp  "
"OTU_671","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Paraphaeosphaeria","Paraphaeosphaeria minitans "
"OTU_874","Fungi","Ascomycota","Sordariomycetes","","","",""
"OTU_112","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chloridium",""
"OTU_509","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma",""
"OTU_483","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Westerdykella",""
"OTU_1392","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","",""
"OTU_346","Fungi","Ascomycota","Sordariomycetes","Pisorisporiales","","Brocchiosphaera","Brocchiosphaera bulbiformis "
"OTU_1146","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metacordyceps",""
"OTU_1359","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","",""
"OTU_603","Fungi","Ascomycota","Sordariomycetes","Sordariales","","",""
"OTU_1766","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","",""
"OTU_609","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus parasiticus "
"OTU_6643","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","",""
"OTU_1522","Fungi","Basidiomycota","Agaricomycetes","Russulales","Hericiaceae","Hericium","Hericium yumthangense "
"OTU_2830","Fungi","Basidiomycota","Tremellomycetes","Tremellales","","",""
"OTU_6668","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Subplenodomus","Subplenodomus meldolanus "
"OTU_4807","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma virens "
"OTU_2287","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Hirsutella","Hirsutella vermicola "
"OTU_1990","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium raperi "
"OTU_722","Fungi","","","","","",""
"OTU_749","Fungi","Ascomycota","Eurotiomycetes","Onygenales","","Spiromastix",""
"OTU_459","Fungi","Ascomycota","Sordariomycetes","Hypocreales","","Fusariella","Fusariella hughesii "
"OTU_890","Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales","","",""
"OTU_1970","Fungi","Basidiomycota","Microbotryomycetes","","","",""
"OTU_1236","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","",""
"OTU_2890","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium",""
"OTU_643","Fungi","Mucoromycota","","","","Bifiguratus",""
"OTU_744","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Humicola","Humicola quadrangulata "
"OTU_452","Fungi","Ascomycota","Sordariomycetes","Sordariales","","",""
"OTU_6412","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala opportunistica "
"OTU_1135","Fungi","","","","","",""
"OTU_2058","Fungi","","","","","",""
"OTU_2284","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","",""
"OTU_1075","Fungi","Basidiobolomycota","Basidiobolomycetes","Basidiobolales","","",""
"OTU_3772","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","",""
"OTU_2017","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chaetosphaeria",""
"OTU_1626","Fungi","Ascomycota","Sordariomycetes","Sordariales","Helminthosphaeriaceae","Endophragmiella","Endophragmiella dimorphospora "
"OTU_5719","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Brevicellicium","Brevicellicium olivascens "
"OTU_1654","Fungi","Ascomycota","Sordariomycetes","Hypocreales","","",""
"OTU_5303","Fungi","Ascomycota","Sordariomycetes","Hypocreales","","",""
"OTU_342","Fungi","","","","","",""
"OTU_3817","Fungi","Ascomycota","Dothideomycetes","","","",""
"OTU_425","Fungi","Ascomycota","Sordariomycetes","Sordariales","Bombardiaceae","Ramophialophora","Ramophialophora humicola "
"OTU_1399","Fungi","Ascomycota","Leotiomycetes","Helotiales","Leotiaceae","Gorgomyces",""
"OTU_2540","Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Podospora",""
"OTU_652","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Sistotrema",""
"OTU_2438","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","","",""
"OTU_3303","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Neoceratosperma","Neoceratosperma yunnanense "
"OTU_1719","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","",""
"OTU_4123","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"OTU_3608","Fungi","Ascomycota","Leotiomycetes","Helotiales","","",""
"OTU_3658","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",""
"OTU_3183","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","",""
"OTU_1972","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",""
"OTU_354","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Helicodendron",""
"OTU_6261","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Humicola","Humicola quadrangulata "
"OTU_1312","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Articulospora",""
"OTU_7460","Fungi","Ascomycota","Dothideomycetes","Tubeufiales","Tubeufiaceae","Tubeufia",""
"OTU_2539","Fungi","","","","","",""
"OTU_2806","","","","","","",""
"OTU_4804","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium",""
"OTU_5088","Fungi","Ascomycota","Sordariomycetes","Microascales","Halosphaeriaceae","",""
"OTU_4932","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum fuscogleba "
"OTU_332","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","",""
"OTU_891","Fungi","Ascomycota","Sordariomycetes","Sordariales","","",""
"OTU_1941","Fungi","Ascomycota","","","","",""
"OTU_7126","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Trechispora",""
"OTU_421","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Amniculicolaceae","Murispora",""
"OTU_1853","Fungi","","","","","",""
"OTU_7162","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma",""
"OTU_1168","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Minimedusa","Minimedusa polyspora "
"OTU_2303","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium",""
"OTU_2177","Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber","Tuber borchii "
"OTU_314","Fungi","Ascomycota","","","","",""
"OTU_1633","Fungi","Ascomycota","Leotiomycetes","Helotiales","","",""
"OTU_3722","Fungi","Ascomycota","","","","",""
"OTU_5204","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","","",""
"OTU_1926","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia",""
"OTU_4438","Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Chionosphaeraceae","Kurtzmanomyces",""
"OTU_6957","Fungi","Ascomycota","","","","",""
"OTU_2222","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium",""
"OTU_4147","Fungi","Ascomycota","Sordariomycetes","Phomatosporales","Phomatosporaceae","",""
"OTU_4247","Fungi","Ascomycota","","","","",""
"OTU_1918","Fungi","Basidiomycota","Tremellomycetes","Tremellales","","",""
