"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU_1237","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"OTU_509","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma",""
"OTU_2640","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","Serendipita",""
"OTU_1291","Fungi","Rozellomycota","","","","",""
"OTU_483","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Westerdykella",""
"OTU_3847","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","","Oliveonia",""
"OTU_1125","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","","Oliveonia",""
"OTU_993","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","",""
"OTU_1096","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","",""
"OTU_1254","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"OTU_3010","Fungi","Monoblepharomycota","Monoblepharidomycetes","Monoblepharidales","","",""
"OTU_1151","Fungi","Mortierellomycota","","","","",""
"OTU_1392","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","",""
"OTU_2497","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","",""
"OTU_346","Fungi","Ascomycota","Sordariomycetes","Pisorisporiales","","Brocchiosphaera","Brocchiosphaera bulbiformis "
"OTU_819","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium",""
"OTU_1366","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Ophiosphaerella","Ophiosphaerella korrae "
"OTU_1432","Fungi","Chytridiomycota","","","","",""
"OTU_3638","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","",""
"OTU_857","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","","",""
"OTU_953","Fungi","Basidiomycota","Agaricomycetes","Tremellodendropsidales","","",""
"OTU_2625","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus",""
"OTU_3917","Fungi","Ascomycota","Sordariomycetes","Hypocreales","","",""
"OTU_841","Fungi","Ascomycota","","","","",""
"OTU_1660","Fungi","Ascomycota","","","","",""
"OTU_2641","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus",""
"OTU_1898","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus","Claroideoglomus claroideum "
"OTU_1580","Fungi","Ascomycota","","","","",""
"OTU_1415","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Septoglomus",""
"OTU_972","Fungi","Basidiomycota","","","","",""
"OTU_2818","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Occultifur",""
"OTU_1465","Fungi","Ascomycota","","","","",""
"OTU_868","Fungi","Ascomycota","Sordariomycetes","Microascales","Halosphaeriaceae","",""
"OTU_786","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Hymenoscyphus","Hymenoscyphus menthae "
"OTU_1146","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metacordyceps",""
"OTU_817","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Microdominikia",""
"OTU_4613","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","",""
"OTU_1359","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","",""
"OTU_1696","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","Serendipita",""
"OTU_1502","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Piskurozymaceae","Solicoccozyma","Solicoccozyma aeria "
"OTU_539","Fungi","Chytridiomycota","","","","",""
"OTU_4334","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",""
"OTU_1046","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","",""
"OTU_7637","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Microdominikia","Microdominikia litorea "
"OTU_1382","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","","",""
"OTU_603","Fungi","Ascomycota","Sordariomycetes","Sordariales","","",""
"OTU_1604","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","",""
"OTU_1498","Fungi","Ascomycota","","","","",""
"OTU_1806","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",""
"OTU_468","Fungi","Ascomycota","Sordariomycetes","Sordariales","","",""
"OTU_3627","Fungi","Glomeromycota","Glomeromycetes","Glomerales","","",""
"OTU_1927","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora scrobiculata "
"OTU_2474","Fungi","Chytridiomycota","Gs13","","","",""
"OTU_957","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",""
"OTU_329","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","",""
"OTU_1455","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"OTU_1018","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Kamienskia",""
"OTU_675","Fungi","Basidiomycota","Agaricomycetes","Geastrales","","",""
"OTU_2882","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","","",""
"OTU_1340","Fungi","Ascomycota","Leotiomycetes","","","",""
"OTU_1175","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",""
"OTU_2234","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Minimelanolocus",""
"OTU_2145","Fungi","Ascomycota","Leotiomycetes","","","",""
"OTU_528","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","Rhizophagus intraradices "
"OTU_6391","Fungi","Ascomycota","Lecanoromycetes","","","",""
"OTU_3153","Fungi","Ascomycota","Lecanoromycetes","","","",""
"OTU_1478","Fungi","Ascomycota","Leotiomycetes","Helotiales","","Triscelophorus",""
"OTU_1051","Fungi","","","","","",""
"OTU_998","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta",""
"OTU_2183","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus",""
"OTU_2302","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","",""
"OTU_676","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",""
"OTU_1023","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","",""
"OTU_2490","Fungi","Ascomycota","Lecanoromycetes","","","",""
"OTU_6566","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","",""
"OTU_5592","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"OTU_1549","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus","Claroideoglomus claroideum "
"OTU_609","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus parasiticus "
"OTU_1781","Fungi","Ascomycota","Leotiomycetes","Helotiales","Discinellaceae","",""
"OTU_1738","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","",""
"OTU_1330","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Dominikia",""
"OTU_2014","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","",""
"OTU_2131","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus",""
"OTU_1573","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","",""
"OTU_1467","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"OTU_1395","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","",""
"OTU_2312","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"OTU_820","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","","",""
"OTU_4459","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Microdominikia",""
"OTU_6643","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","",""
"OTU_1597","Fungi","Glomeromycota","Glomeromycetes","Glomerales","","",""
"OTU_1225","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Dominikia",""
"OTU_2274","Fungi","","","","","",""
"OTU_1929","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora",""
"OTU_1030","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Septoglomus",""
"OTU_3785","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus",""
"OTU_1400","Fungi","Ascomycota","Sordariomycetes","Hypocreales","","",""
"OTU_730","Fungi","Ascomycota","","","","",""
"OTU_1228","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","",""
"OTU_4738","Fungi","","","","","",""
"OTU_3437","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus",""
"OTU_1338","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","",""
"OTU_563","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Ilyonectria","Ilyonectria robusta "
"OTU_810","Fungi","Ascomycota","Sordariomycetes","Sordariales","","",""
"OTU_2045","Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Chionosphaeraceae","Kurtzmanomyces",""
"OTU_1128","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","",""
"OTU_283","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","",""
"OTU_2856","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"OTU_3896","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","",""
"OTU_780","Fungi","Glomeromycota","Glomeromycetes","Gigasporales","Gigasporaceae","",""
"OTU_1987","Fungi","Ascomycota","Sordariomycetes","Branch06","","",""
"OTU_944","Fungi","Chytridiomycota","","","","",""
"OTU_3116","Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium","Myrmecridium schulzeri "
"OTU_2200","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",""
"OTU_1427","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Pouzarella",""
"OTU_991","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","","",""
"OTU_2698","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus collinsii "
"OTU_1655","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","",""
"OTU_5408","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Microdominikia",""
"OTU_1210","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","Schizothecium curvuloides "
"OTU_1610","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Microdominikia",""
"OTU_965","Fungi","Basidiomycota","Microbotryomycetes","","","",""
"OTU_249","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Mariannaea",""
"OTU_4807","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma virens "
"OTU_2930","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","Funneliformis mosseae "
"OTU_1519","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","","",""
"OTU_2287","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Hirsutella","Hirsutella vermicola "
"OTU_5425","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus",""
"OTU_1305","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium",""
"OTU_781","Fungi","Ascomycota","Sordariomycetes","Xylariales","","",""
"OTU_1748","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","Paraglomus laccatum "
"OTU_1103","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","",""
"OTU_1201","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","",""
"OTU_1995","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Septoglomus","Septoglomus viscosum "
"OTU_2047","Fungi","Ascomycota","","","","",""
"OTU_1750","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","Talaromyces assiutensis "
"OTU_2390","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor",""
"OTU_1944","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","",""
"OTU_996","Fungi","Basidiomycota","Classiculomycetes","Classiculales","","",""
"OTU_1755","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Glomus sp  "
"OTU_1989","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",""
"OTU_915","Fungi","Basidiomycota","","","","",""
"OTU_722","Fungi","","","","","",""
"OTU_749","Fungi","Ascomycota","Eurotiomycetes","Onygenales","","Spiromastix",""
"OTU_6628","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","","",""
"OTU_1705","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma",""
"OTU_7728","Fungi","","","","","",""
"OTU_3939","Fungi","","","","","",""
"OTU_3290","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus",""
"OTU_3169","Fungi","Ascomycota","Leotiomycetes","Helotiales","Pleuroascaceae","Entimomentora","Entimomentora hyalina "
"OTU_1773","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Tetragoniomycetaceae","Tetragoniomyces",""
"OTU_3642","Fungi","Glomeromycota","","","","",""
"OTU_459","Fungi","Ascomycota","Sordariomycetes","Hypocreales","","Fusariella","Fusariella hughesii "
"OTU_2819","","","","","","",""
"OTU_2511","Fungi","Basidiomycota","Tremellomycetes","","","",""
"OTU_1486","","","","","","",""
"OTU_1174","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","",""
"OTU_3419","Fungi","","","","","",""
"OTU_1640","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",""
"OTU_2605","Fungi","","","","","",""
"OTU_3483","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","Funneliformis mosseae "
"OTU_2085","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","",""
"OTU_1825","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus",""
"OTU_588","Fungi","Basidiomycota","Geminibasidiomycetes","Geminibasidiales","Geminibasidiaceae","Geminibasidium",""
"OTU_2547","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium",""
"OTU_3443","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","",""
"OTU_5105","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","Funneliformis mosseae "
"OTU_890","Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales","","",""
"OTU_986","Fungi","Glomeromycota","","","","",""
"OTU_1808","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta",""
"OTU_6844","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus",""
"OTU_6986","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"OTU_1105","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Ambisporaceae","Ambispora",""
"OTU_1798","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus chlamydosporus "
"OTU_3995","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","Serendipita",""
"OTU_1088","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","",""
"OTU_4742","Fungi","Ascomycota","","","","",""
"OTU_3394","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","Pervetustaceae","Pervetustus",""
"OTU_1724","Fungi","","","","","",""
"OTU_1085","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","","",""
"OTU_1494","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma",""
"OTU_4756","Fungi","","","","","",""
"OTU_5079","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis",""
"OTU_1064","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","",""
"OTU_2450","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"OTU_440","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",""
"OTU_1651","Fungi","Kickxellomycota","Ramicandelaberomycetes","Ramicandelaberales","Ramicandelaberaceae","",""
"OTU_1181","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","","",""
"OTU_573","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Peziza","Peziza ninguis "
"OTU_1045","Fungi","","","","","",""
"OTU_1634","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","","",""
"OTU_3412","Fungi","","","","","",""
"OTU_1450","Fungi","Blastocladiomycota","","","","",""
"OTU_533","Fungi","Ascomycota","","","","",""
"OTU_1458","Fungi","Basidiobolomycota","","","","",""
"OTU_3013","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus",""
"OTU_2777","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana "
"OTU_181","Fungi","Ascomycota","","","","",""
"OTU_3380","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus",""
"OTU_6777","Fungi","Ascomycota","Sordariomycetes","Xylariales","","Fusidium",""
"OTU_805","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","","",""
"OTU_1442","Fungi","Chytridiomycota","","","","",""
"OTU_2167","Fungi","","","","","",""
"OTU_2142","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Rhizophydiaceae","",""
"OTU_2612","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","","",""
"OTU_2857","Fungi","","","","","",""
"OTU_5015","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus",""
