"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU_4695","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_3581","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_289","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium",""
"OTU_2751","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Neodevriesiaceae","Neodevriesia",""
"OTU_908","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Peziza",""
"OTU_4419","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_2283","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Menispora",""
"OTU_2576","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Teichosporaceae","Teichospora","Teichospora mariae "
"OTU_3237","Fungi","Ascomycota","Dothideomycetes","Capnodiales","","",""
"OTU_2637","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Typhulaceae","Typhula",""
"OTU_7249","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Gnomoniaceae","",""
"OTU_3298","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Keissleriella",""
"OTU_2551","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","",""
"OTU_7481","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_472","Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","Ascobolus",""
"OTU_4636","Fungi","Ascomycota","Dothideomycetes","","","",""
"OTU_7370","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Hyphodontia","Hyphodontia setulosa "
"OTU_2261","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia","Ramularia pistaciae "
"OTU_3915","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","",""
"OTU_6705","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_4196","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_2257","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Stictidaceae","Glomerobolus",""
"OTU_3292","Fungi","Basidiomycota","Exobasidiomycetes","Exobasidiales","Exobasidiaceae","Exobasidium",""
"OTU_2101","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Xylodon","Xylodon radula "
"OTU_1141","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium oxalicum "
"OTU_5283","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","","Heteroacanthella","Heteroacanthella acanthophysa "
"OTU_3435","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Myrothecium",""
"OTU_4447","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","",""
"OTU_2281","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Stereum","Stereum lobatum "
"OTU_5605","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_426","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Ascospirella","Ascospirella lutea "
"OTU_6907","Fungi","Ascomycota","","","","",""
"OTU_4062","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",""
"OTU_6813","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma",""
"OTU_4406","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","",""
"OTU_3088","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor",""
"OTU_6001","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria",""
"OTU_5758","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","",""
"OTU_4205","Fungi","Ascomycota","Leotiomycetes","Rhytismatales","Rhytismataceae","Lophodermium",""
"OTU_4210","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",""
"OTU_774","Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Cladorrhinum","Cladorrhinum flexuosum "
"OTU_4152","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","",""
"OTU_3155","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Fuscoporia","Fuscoporia australiana "
"OTU_4748","Fungi","Ascomycota","Dothideomycetes","","","",""
"OTU_2368","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Pseudocercosporella",""
"OTU_7240","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma",""
"OTU_4372","Fungi","Basidiomycota","Microbotryomycetes","","Chrysozymaceae","",""
"OTU_4999","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_2725","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","",""
"OTU_3319","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Limonomyces",""
"OTU_879","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor",""
"OTU_4903","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_1596","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Sclerostagonospora",""
"OTU_2947","Fungi","Basidiomycota","Microbotryomycetes","","Chrysozymaceae","Spencerozyma",""
"OTU_3637","Fungi","","","","","",""
"OTU_1880","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Sarcinomyces","",""
"OTU_2320","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Gnomoniaceae","Ophiognomonia",""
"OTU_3044","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","",""
"OTU_6012","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_1569","Fungi","Ascomycota","Dothideomycetes","Capnodiales","","Arthrocatena","Arthrocatena tenebrio "
"OTU_2684","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Hydnophlebia",""
"OTU_5800","Fungi","","","","","",""
"OTU_3320","Fungi","Ascomycota","Leotiomycetes","Helotiales","","",""
"OTU_7802","Fungi","","","","","",""
"OTU_2663","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Schizothyriaceae","Schizothyrium","Schizothyrium wisconsinense "
"OTU_5435","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Phomopsis","Phomopsis helianthi "
"OTU_5594","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_6331","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_2704","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Teratoramularia","Teratoramularia infinita "
"OTU_3618","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","Genolevuria",""
"OTU_5742","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","",""
"OTU_2921","Fungi","Basidiomycota","Agaricomycetes","Russulales","Peniophoraceae","",""
"OTU_856","Fungi","Ascomycota","Sordariomycetes","Sordariales","","",""
"OTU_4157","Fungi","","","","","",""
"OTU_2927","Fungi","","","","","",""
"OTU_6536","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Cercospora",""
"OTU_2196","Fungi","Ascomycota","Leotiomycetes","Helotiales","","",""
"OTU_4426","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe",""
"OTU_1159","Fungi","Ascomycota","Sordariomycetes","Hypocreales","","",""
"OTU_5554","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","",""
"OTU_5937","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria",""
"OTU_361","Fungi","","","","","",""
"OTU_4944","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Gnomoniaceae","Ophiognomonia","Ophiognomonia gei-montani "
"OTU_7374","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_3018","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Rachicladosporium",""
"OTU_4338","Fungi","","","","","",""
"OTU_3161","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Dissoconiaceae","",""
"OTU_2981","Fungi","","","","","",""
"OTU_4430","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Sistotrema",""
"OTU_6500","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_3120","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Cyphellophoraceae","Cyphellophora",""
"OTU_5066","Fungi","","","","","",""
"OTU_3121","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Neodidymella",""
"OTU_5367","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Alfaria",""
"OTU_1067","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema",""
"OTU_5989","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_1259","Fungi","Ascomycota","Sordariomycetes","Trichosphaeriales","Trichosphaeriaceae","Nigrospora","Nigrospora oryzae "
"OTU_2341","Fungi","Ascomycota","Leotiomycetes","Erysiphales","Erysiphaceae","Golovinomyces","Golovinomyces ambrosiae "
"OTU_1292","Fungi","Basidiomycota","Microbotryomycetes","","Colacogloeaceae","Colacogloea",""
"OTU_4221","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","Devriesia",""
"OTU_6222","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia",""
"OTU_3711","Fungi","Ascomycota","","","","",""
"OTU_7579","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothioraceae","Dothiora",""
"OTU_513","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium",""
"OTU_3363","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Cutaneotrichosporon",""
"OTU_2116","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Rosellinia",""
"OTU_5806","Fungi","Basidiomycota","Agaricomycetes","","","",""
"OTU_3554","Fungi","Ascomycota","Sordariomycetes","Xylariales","Amphisphaeriaceae","Funiliomyces",""
"OTU_1099","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Claviceps","Claviceps purpurea "
"OTU_5226","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","",""
"OTU_1179","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",""
"OTU_5692","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","",""
"OTU_3812","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","",""
"OTU_4823","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria",""
"OTU_3848","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","",""
"OTU_5975","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","",""
"OTU_3979","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","",""
"OTU_3489","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Stilbosporaceae","Stegonsporium","Stegonsporium acerophilum "
"OTU_4496","Fungi","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia","Malassezia restricta "
"OTU_498","Fungi","Ascomycota","Sordariomycetes","Phyllachorales","Phyllachoraceae","Phyllachora","Phyllachora sylvatica "
"OTU_6542","Fungi","Basidiomycota","Agaricomycetes","Russulales","Peniophoraceae","Peniophora",""
"OTU_3220","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Schizoparmaceae","Coniella",""
"OTU_4733","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Venturia",""
"OTU_4663","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Trechispora",""
"OTU_4086","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Rachicladosporium","Rachicladosporium pini "
"OTU_3084","Fungi","Ascomycota","Sordariomycetes","Hypocreales","","Sarocladium",""
"OTU_2224","Fungi","Basidiomycota","Cystobasidiomycetes","","Symmetrosporaceae","Symmetrospora","Symmetrospora gracilis "
"OTU_282","Fungi","Ascomycota","Leotiomycetes","Helotiales","","",""
"OTU_2298","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella",""
"OTU_1884","Fungi","Ascomycota","Arthoniomycetes","Lichenostigmatales","Phaeococcomycetaceae","Phaeococcomyces",""
"OTU_1729","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Gaeumannomyces","Gaeumannomyces glycinicola "
"OTU_5199","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Tyromyces","Tyromyces chioneus "
"OTU_4497","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","",""
"OTU_2357","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","",""
"OTU_3936","Fungi","Ascomycota","Leotiomycetes","Helotiales","","",""
"OTU_2860","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","",""
"OTU_4035","Fungi","","","","","",""
"OTU_7713","Fungi","Ascomycota","Sordariomycetes","Sordariales","","",""
"OTU_4475","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymella",""
"OTU_4262","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma",""
"OTU_7133","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",""
"OTU_3251","Fungi","Basidiomycota","Exobasidiomycetes","Tilletiales","Tilletiaceae","Tilletia",""
"OTU_3712","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","",""
"OTU_2537","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe",""
"OTU_2569","Fungi","Basidiomycota","Agaricomycetes","Polyporales","","",""
"OTU_3097","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Botryobasidiaceae","Botryobasidium","Botryobasidium subcoronatum "
"OTU_3205","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Crustodontia","Crustodontia chrysocreas "
"OTU_5854","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Neoanthostomella",""
"OTU_2536","Fungi","Basidiomycota","Exobasidiomycetes","Entylomatales","Entylomataceae","Tilletiopsis","Tilletiopsis lilacina "
"OTU_6785","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Hyphodermella",""
"OTU_6501","Fungi","Ascomycota","","","","",""
"OTU_566","Fungi","Basidiomycota","Classiculomycetes","Classiculales","","",""
"OTU_695","Fungi","Ascomycota","Dothideomycetes","Tubeufiales","Tubeufiaceae","",""
"OTU_6982","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","",""
"OTU_1461","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","",""
"OTU_2296","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Stictidaceae","Cyanodermella","Cyanodermella viridula "
"OTU_2556","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meripilaceae","Rigidoporus","Rigidoporus pouzarii "
"OTU_557","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Verticillium",""
"OTU_2530","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Neodevriesiaceae","Neodevriesia",""
"OTU_4042","Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Kondoaceae","Kondoa","Kondoa changbaiensis "
"OTU_3652","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Botryobasidiaceae","Botryobasidium",""
"OTU_2784","Fungi","","","","","",""
"OTU_667","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Pannariaceae","Pectenia",""
"OTU_4333","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Ampelomyces","Ampelomyces quisqualis "
"OTU_3890","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_1943","Fungi","Ascomycota","Sordariomycetes","Hypocreales","","Sarocladium",""
"OTU_3639","Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Taphrinaceae","Taphrina","Taphrina sacchari "
"OTU_2915","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Incrustoporiaceae","Skeletocutis",""
"OTU_244","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","",""
"OTU_1155","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Valsaceae","",""
"OTU_5253","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Coryneaceae","Coryneum",""
"OTU_3053","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Thanatephorus",""
"OTU_5488","Fungi","Basidiomycota","Dacrymycetes","Dacrymycetales","Dacrymycetaceae","Dacrymyces","Dacrymyces lacrymalis "
"OTU_3366","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia",""
"OTU_2147","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","",""
"OTU_5160","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta",""
"OTU_3747","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Cladophialophora eucalypti "
"OTU_6289","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",""
"OTU_839","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","","Candida","Candida tropicalis "
"OTU_755","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Lachnum",""
"OTU_7468","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Periconiaceae","Periconia",""
"OTU_6696","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Pyrenochaetopsis",""
"OTU_5654","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_5983","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Septoriella","Septoriella hibernica "
"OTU_2571","Fungi","Ascomycota","Leotiomycetes","Helotiales","","",""
"OTU_3297","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Mycosphaerella cruenta ",""
"OTU_2707","Fungi","","","","","",""
"OTU_3478","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Dentocorticium","Dentocorticium portoricense "
"OTU_4489","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Setophoma",""
"OTU_6307","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_1365","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Panaeolus",""
"OTU_338","Fungi","Ascomycota","Sordariomycetes","","Junewangiaceae","",""
"OTU_2681","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","",""
"OTU_3342","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Lopharia","Lopharia cinerascens "
"OTU_6973","Fungi","Ascomycota","","","","",""
"OTU_3388","Fungi","Ascomycota","","","","",""
