jrk_template	Phylum	Class	Order	Family	GENUS	Secondary_lifestyle	Genus	
jrk03445	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Gloeodes			
jrk03458	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Gloeosporiella			
jrk03464	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Gloiosphaera			
jrk03482	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Glutinium			
jrk03512	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Gonidiomyces			
jrk03515	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Goosiella			
jrk03516	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Goosiomyces			
jrk03530	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Grallomyces			
jrk03544	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Graphiothecium			
jrk03571	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Guedea			
jrk03572	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Guelichia			
jrk03605	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Gymnoxyphium			
jrk03618	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Gyrophthorus	fungal_decomposer		
jrk03626	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hadronema			
jrk03628	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hadrosporium			
jrk03676	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hansfordiopeltis			
jrk03677	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hansfordiopeltopsis			
jrk03682	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hapalosphaeria			
jrk03683	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Haplariopsis			
jrk03687	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Haplolepis			
jrk03697	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Haptocara			
jrk03710	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Harpostroma			
jrk03730	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Helensiella			
jrk03732	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Helhonia			
jrk03742	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Helicofilia			
jrk03746	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Helicogoosia			
jrk03749	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Helicominopsis			
jrk03754	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Helicosingula			
jrk03757	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Helicothyrium			
jrk03766	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Heliscina			
jrk03773	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Helminthosporiomyces			
jrk03776	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Helochora			
jrk03783	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hemicorynesporella			
jrk03784	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hemidothis			
jrk03794	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hemisphaeropsis			
jrk03797	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hendersoniella			
jrk03798	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hendersonina			
jrk03799	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hendersoniopsis			
jrk03800	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hendersonula			
jrk03801	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hendersonulina			
jrk03802	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Henfellra			
jrk03803	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Henicospora			
jrk03822	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Herposira			
jrk03825	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Herreromyces			
jrk03853	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Heterosporiopsis			
jrk03858	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Heuflera			
jrk03860	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hexacladium			
jrk03869	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Himantia			
jrk03871	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hinoa			
jrk03877	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hirudinaria			
jrk03886	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hobsoniopsis	fungal_decomposer		
jrk03889	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hoehneliella			
jrk03899	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Holubovaea			
jrk03901	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Homalopeltis			
jrk03912	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hormiokrypsis			
jrk03913	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hormiscioideus			
jrk03915	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hormocephalum			
jrk03918	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hormographis			
jrk03932	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hughesinia			
jrk03943	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hyalobelemnospora			
jrk03944	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hyalocamposporium			
jrk03945	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hyalocephalotrichum			
jrk03947	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hyalocladium			
jrk03949	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hyalocylindrophora			
jrk03952	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hyalodictyum			
jrk03953	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hyalohelicomina			
jrk03956	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hyalopleiochaeta			
jrk03958	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hyalopyrenia			
jrk03968	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hyalosynnema			
jrk03971	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hyalothyridium			
jrk03992	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hydrometrospora			
jrk04005	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hymenella			
jrk04006	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hymeniopeltis			
jrk04007	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hymenobactron			
jrk04008	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hymenobia	fungal_decomposer		
jrk04030	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hyphodiscosioides			
jrk04038	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hyphopolynema			
jrk04042	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hyphostereum			
jrk04044	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hyphothyrium			
jrk04045	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hypnotheca			
jrk04052	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hypocline			
jrk04060	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hypodermina			
jrk04062	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hypogloeum			
jrk04072	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hypotrachynicola	fungal_decomposer		
jrk04077	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hysteridium			
jrk04082	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hysterodiscula			
jrk04090	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hysteropycnis			
jrk04094	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ialomitzia			
jrk04098	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Idiocercus			
jrk04103	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Igneocumulus			
jrk04113	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Imicles			
jrk04122	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Impudentia			
jrk04131	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Inesiosporium			
jrk04142	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Inifatiella			
jrk04152	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Intercalarispora			
jrk04155	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Intralichen	fungal_decomposer		
jrk04168	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ionophragmium			
jrk04178	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Irpicomyces			
jrk04182	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Isariella			
jrk04184	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ischnostroma			
jrk04190	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Isthmoconidium	fungal_decomposer		
jrk04192	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Isthmophragmospora			
jrk04193	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Isthmospora			
jrk04195	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Isthmotricladia			
jrk04200	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ityorhoptrum			
jrk04202	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Iyengarina			
jrk04209	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Jahniella			
jrk04228	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Javonarxia			
jrk04229	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Jayarambhatia			
jrk04231	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Jerainum			
jrk04247	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Jubispora			
jrk04255	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Junctospora			
jrk04267	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Kalamarospora			
jrk04272	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Kalchbrenneriella	fungal_decomposer		
jrk04273	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Kaleidosporium			
jrk04280	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Kamatella			
jrk04282	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Kameshwaromyces			
jrk04292	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Karsteniomyces	fungal_decomposer		
jrk04297	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Katherinomyces	fungal_decomposer		
jrk04304	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Keissleriomyces	fungal_decomposer		
jrk04313	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ketubakia			
jrk04322	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Kionocephala			
jrk04334	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Kmetia			
jrk04335	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Kmetiopsis			
jrk04337	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Knemiothyrium			
jrk04347	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Kodonospora			
jrk04354	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Kolletes			
jrk04361	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Kontospora			
jrk04372	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Kostermansinda			
jrk04373	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Kostermansindiopsis			
jrk04374	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Kramabeeja			
jrk04380	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Kreiseliella			
jrk04385	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Krishnamyces			
jrk04394	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Kumanasamuha			
jrk04404	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Kutilakesa			
jrk04408	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Kyphophora			
jrk04420	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Lacellinopsis			
jrk04426	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Laciniocladium			
jrk04441	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Lagenomyces			
jrk04445	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Lambdasporium			
jrk04448	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Lambinonia	fungal_decomposer		
jrk04464	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Laocošn			
jrk04466	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Lappodochium			
jrk04481	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Lasiodiplodiella			
jrk04492	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Lasiothyrium			
jrk04494	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Lasmeniella			
jrk04499	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Latericonis			
jrk04500	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Lateriramulosa			
jrk04501	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Laterispora			
jrk04513	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Lawalreea	fungal_decomposer		
jrk04520	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Lecaniocola			
jrk04538	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Leeina			
jrk04545	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Leightoniomyces	fungal_decomposer		
jrk04559	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Lembuncula			
jrk04560	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Lemkea			
jrk04592	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Leprieurinella			
jrk04596	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Leptascospora			
jrk04600	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Leptochlamys			
jrk04603	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Leptodermella			
jrk04617	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Leptophyllosticta			
jrk04629	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Leptostromella			
jrk04630	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Leptothyrella			
jrk04631	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Leptothyrina			
jrk04645	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Leucoconiella			
jrk04646	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Leucoconis			
jrk04653	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Leucodochium			
jrk04669	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Leuliisinea			
jrk04677	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Libertiella			
jrk04679	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Lichenobactridium	fungal_decomposer		
jrk04685	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Lichenohendersonia	fungal_decomposer		
jrk04688	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Lichenopeziza			
jrk04689	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Lichenophoma	fungal_decomposer		
jrk04690	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Lichenopuccinia	fungal_decomposer		
jrk04692	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Lichenostella	fungal_decomposer		
jrk04733	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Linochorella			
jrk04734	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Linodochium			
jrk04741	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Listeromyces			
jrk04748	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Lithopythium			
jrk04757	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Lobatopedis			
jrk04774	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Loliomyces			
jrk04777	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Lomaantha			
jrk04778	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Lomachashaka			
jrk04812	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Ludwigomyces			
jrk04822	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Luzfridiella			
jrk04828	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Luxuriomyces			
jrk04838	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Lysotheca			
jrk04845	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Mackenziella			
jrk04848	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Macroallantina			
jrk04856	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Macrodiplodia			
jrk04866	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Macrotrichum			
jrk04882	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Mahabalella			
jrk04902	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Manginella			
jrk04909	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Mapletonia			
jrk04920	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Margarinomyces			
jrk04941	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Martinellisia			
jrk04946	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Massalongina			
jrk04966	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Matsushimiella			
jrk04982	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Medusamyces			
jrk04989	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Megalodochium			
jrk04991	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Megaloseptoria			
jrk05015	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Melanocephala			
jrk05066	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Melophia			
jrk05074	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Menidochium			
jrk05079	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Mercadomyces			
jrk05085	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Merismella			
jrk05104	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Metadiplodia			
jrk05113	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Metazythia			
jrk05114	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Metazythiopsis			
jrk05131	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Microblastosporon			
jrk05137	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Microclava			
jrk05143	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Microdiscula			
jrk05148	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Microdothiorella			
jrk05153	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Microhendersonula			
jrk05156	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Micromastia			
jrk05163	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Microperella			
jrk05169	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Micropustulomyces			
