"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU_2828","Fungi","Basidiomycota","Cystobasidiomycetes","","Symmetrosporaceae","Symmetrospora",""
"OTU_4006","Fungi","Basidiomycota","Exobasidiomycetes","Entylomatales","Entylomataceae","Tilletiopsis","Tilletiopsis washingtonensis "
"OTU_7490","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_7472","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Incrustoporiaceae","Skeletocutis","Skeletocutis papyracea "
"OTU_7352","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Leptospora",""
"OTU_6116","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_7679","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema",""
"OTU_3661","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum",""
"OTU_3311","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Limonomyces",""
"OTU_6216","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","",""
"OTU_2245","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Lophiostoma",""
"OTU_614","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomidium","Chaetomidium leptoderma "
"OTU_6969","Fungi","Ascomycota","","","","",""
"OTU_7543","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Sporobolomyces","Sporobolomyces roseus "
"OTU_4630","Fungi","","","","","",""
"OTU_6721","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella oryzae "
"OTU_5493","Fungi","Ascomycota","","","","",""
"OTU_6015","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","",""
"OTU_1178","Fungi","Ascomycota","","","","",""
"OTU_794","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Peziza",""
"OTU_2076","Fungi","","","","","",""
"OTU_2834","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Paradevriesiaceae","Paradevriesia","Paradevriesia americana "
"OTU_5390","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Lyomyces",""
"OTU_1490","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma aerugineum "
"OTU_5926","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_536","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Gliomastix","Gliomastix roseogrisea "
"OTU_6722","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Antrodiopsis","Antrodiopsis oleracea "
"OTU_5535","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_6534","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Gnomoniaceae","Plagiostoma",""
"OTU_1740","Fungi","Ascomycota","","","","",""
"OTU_309","Fungi","Ascomycota","Sordariomycetes","Branch06","","",""
"OTU_6650","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_3947","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","",""
"OTU_2575","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe","Diaporthe acutispora "
"OTU_946","Fungi","","","","","",""
"OTU_3206","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","",""
"OTU_5189","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","",""
"OTU_7644","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",""
"OTU_523","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",""
"OTU_3870","Fungi","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia","Malassezia globosa "
"OTU_5835","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_5084","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Biappendiculispora",""
"OTU_5203","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Steccherinaceae","Steccherinum","Steccherinum tenue "
"OTU_6072","Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Kondoaceae","Kondoa",""
"OTU_6929","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","",""
"OTU_2043","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema",""
"OTU_6864","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_7598","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","Pseudocoleophoma","Pseudocoleophoma polygonicola "
"OTU_6458","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_7819","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_1240","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","","",""
"OTU_7629","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","",""
"OTU_3878","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_3147","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","Genolevuria",""
"OTU_4261","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymella","Didymella clematidis "
"OTU_7845","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",""
"OTU_6193","Fungi","Ascomycota","Sordariomycetes","Xylariales","Liberomyces","Liberomyces saliciphilus ",""
"OTU_5473","Fungi","","","","","",""
"OTU_7321","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","",""
"OTU_3530","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor",""
"OTU_7794","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_2055","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella",""
"OTU_640","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium",""
"OTU_6941","Fungi","","","","","",""
"OTU_7532","Fungi","Basidiomycota","Spiculogloeomycetes","Spiculogloeales","","Meniscomyces","Meniscomyces layueensis "
"OTU_5290","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_7088","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","",""
"OTU_2176","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe",""
"OTU_5193","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","",""
"OTU_7589","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Tulasnellaceae","",""
"OTU_6554","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","",""
"OTU_2966","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Massarinaceae","Stagonospora","Stagonospora pseudocaricis "
"OTU_2546","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","",""
"OTU_7087","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Typhulaceae","",""
"OTU_2182","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Cyphellophoraceae","Cyphellophora","Cyphellophora gamsii "
"OTU_6433","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Sporobolomyces","Sporobolomyces shibatanus "
"OTU_3494","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Zopfiella",""
"OTU_6314","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_3604","Fungi","Ascomycota","Sordariomycetes","Hypocreales","","",""
"OTU_6265","Fungi","Ascomycota","Sordariomycetes","Xylariales","","Ceratostomella","Ceratostomella pyrenaica "
"OTU_3289","Fungi","Ascomycota","","","","",""
"OTU_6857","Fungi","Basidiomycota","Microbotryomycetes","","Chrysozymaceae","Chrysozyma",""
"OTU_333","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Rhizopodaceae","Rhizopus","Rhizopus arrhizus "
"OTU_4996","Fungi","Ascomycota","Sordariomycetes","Xylariales","Amphisphaeriaceae","Amphisphaeria","Amphisphaeria umbrina "
"OTU_4918","Fungi","","","","","",""
"OTU_2957","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Coniothyriaceae","Coniothyrium",""
"OTU_162","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","","Oliveonia",""
"OTU_6589","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Coniosporium",""
"OTU_5940","Fungi","Ascomycota","Leotiomycetes","Helotiales","","",""
"OTU_1988","Fungi","Ascomycota","Leotiomycetes","Helotiales","","",""
"OTU_5478","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe",""
"OTU_4984","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","",""
"OTU_4692","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Hymenoscyphus",""
"OTU_5819","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratobasidium",""
"OTU_3681","Fungi","","","","","",""
"OTU_7254","Fungi","","","","","",""
"OTU_4610","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum",""
"OTU_4367","Fungi","Ascomycota","Sordariomycetes","Xylariales","Castanediellaceae","Castanediella",""
"OTU_5074","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Melanconiellaceae","Microascospora",""
"OTU_4148","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Hyaloriaceae","",""
"OTU_6051","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_5840","Fungi","Basidiomycota","Agaricomycetes","","","",""
"OTU_5973","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_160","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","",""
"OTU_103","Fungi","Ascomycota","","","","",""
"OTU_519","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleomassariaceae","Tumularia",""
"OTU_627","Fungi","Ascomycota","Sordariomycetes","Atractosporales","Conlariaceae","Conlarium",""
"OTU_1062","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","",""
"OTU_511","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","","Oliveonia",""
"OTU_705","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Camposporium","Camposporium appendiculatum "
"OTU_1042","Fungi","","","","","",""
"OTU_429","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Lipomycetaceae","Lipomyces",""
"OTU_584","Fungi","Ascomycota","Sordariomycetes","Sordariales","","",""
"OTU_3736","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Microdominikia",""
"OTU_123","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma",""
"OTU_619","Fungi","Glomeromycota","","","","",""
"OTU_471","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratobasidium",""
"OTU_139","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Septoglomus",""
"OTU_489","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Niessliaceae","Eucasphaeria",""
"OTU_692","Fungi","Ascomycota","","","","",""
"OTU_477","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Dominikia",""
"OTU_488","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","Serendipita",""
"OTU_295","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Septoglomus",""
"OTU_420","Fungi","Glomeromycota","Glomeromycetes","Gigasporales","Gigasporaceae","Gigaspora",""
"OTU_1648","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","",""
"OTU_1209","Fungi","Ascomycota","","","","",""
"OTU_1480","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis",""
"OTU_553","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","",""
"OTU_270","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Linnemannia","Linnemannia amoeboidea "
"OTU_337","Fungi","","","","","",""
"OTU_887","Fungi","Glomeromycota","","","","",""
"OTU_1321","Fungi","Ascomycota","","","","",""
"OTU_415","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","",""
"OTU_4186","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","",""
"OTU_1112","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","",""
"OTU_7223","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces",""
"OTU_1536","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Dichotomopilus","Dichotomopilus subfunicola "
"OTU_1012","Fungi","Ascomycota","","","","",""
"OTU_690","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Septoglomus",""
"OTU_1352","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","Pervetustaceae","Pervetustus",""
"OTU_1449","Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium",""
"OTU_833","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",""
"OTU_191","Fungi","Ascomycota","Leotiomycetes","Helotiales","","",""
"OTU_795","Fungi","Ascomycota","","","","",""
"OTU_682","Fungi","Basidiomycota","","","","",""
"OTU_410","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus caninus "
"OTU_660","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","",""
"OTU_1968","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria sp  "
"OTU_671","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Paraphaeosphaeria","Paraphaeosphaeria minitans "
"OTU_1267","Fungi","","","","","",""
"OTU_874","Fungi","Ascomycota","Sordariomycetes","","","",""
"OTU_6580","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","",""
"OTU_509","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma",""
"OTU_1291","Fungi","Rozellomycota","","","","",""
"OTU_483","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Westerdykella",""
"OTU_2625","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus",""
"OTU_1629","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","",""
"OTU_1502","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Piskurozymaceae","Solicoccozyma","Solicoccozyma aeria "
"OTU_4334","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",""
"OTU_1046","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","",""
"OTU_3665","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Phlebia","Phlebia queletii "
"OTU_1467","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",""
"OTU_2206","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia",""
"OTU_563","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Ilyonectria","Ilyonectria robusta "
"OTU_1305","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium",""
"OTU_996","Fungi","Basidiomycota","Classiculomycetes","Classiculales","","",""
"OTU_3642","Fungi","Glomeromycota","","","","",""
"OTU_459","Fungi","Ascomycota","Sordariomycetes","Hypocreales","","Fusariella","Fusariella hughesii "
"OTU_2547","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium",""
"OTU_1105","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Ambisporaceae","Ambispora",""
"OTU_1494","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma",""
"OTU_2018","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Tetragoniomycetaceae","Tetragoniomyces",""
"OTU_1181","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","","",""
"OTU_5293","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Sistotrema","Sistotrema sp  "
"OTU_6772","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus",""
"OTU_1747","Fungi","","","","","",""
"OTU_1574","Fungi","Ascomycota","","","","",""
"OTU_6412","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala opportunistica "
"OTU_964","Fungi","Ascomycota","Sordariomycetes","Microascales","Halosphaeriaceae","Natantispora",""
"OTU_1865","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Collariella","Collariella carteri "
"OTU_2284","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","",""
"OTU_2363","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","",""
"OTU_3317","Fungi","Basidiomycota","Agaricomycetes","Russulales","","",""
"OTU_5604","Fungi","Glomeromycota","Glomeromycetes","Gigasporales","Gigasporaceae","Gigaspora",""
"OTU_4044","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe","Diaporthe humulicola "
"OTU_5719","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Brevicellicium","Brevicellicium olivascens "
"OTU_1774","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Stemphylium",""
"OTU_342","Fungi","","","","","",""
"OTU_1187","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Flavocillium","Flavocillium bifurcatum "
"OTU_4572","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus niger "
"OTU_1078","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Pseudolachnea","Pseudolachnea fraxini "
"OTU_5820","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Lecanicillium","Lecanicillium dimorphum "
"OTU_1194","Fungi","Ascomycota","Sordariomycetes","Sordariales","","",""
"OTU_2322","Fungi","","","","","",""
"OTU_681","Fungi","Ascomycota","","","","",""
"OTU_2540","Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Podospora",""
"OTU_2126","Fungi","","","","","",""
"OTU_652","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Sistotrema",""
"OTU_3710","Fungi","Ascomycota","Sordariomycetes","Hypocreales","","",""
"OTU_4821","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Corticium","Corticium confine "
"OTU_2967","Fungi","Ascomycota","Dothideomycetes","","","",""
"OTU_1719","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","",""
"OTU_1672","Fungi","Basidiomycota","Atractiellomycetes","Atractiellales","Phleogenaceae","",""
"OTU_1741","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Echria",""
"OTU_1764","Fungi","Chytridiomycota","","","","",""
"OTU_3748","Fungi","Ascomycota","Sordariomycetes","Atractosporales","Conlariaceae","Conlarium",""
"OTU_6407","Fungi","","","","","",""
